key1,key2,DEFINED_FOR_INTENSITY_MEASURE_COMPONENT,DEFINED_FOR_INTENSITY_MEASURE_TYPES,DEFINED_FOR_REFERENCE_VELOCITY,DEFINED_FOR_STANDARD_DEVIATION_TYPES,DEFINED_FOR_TECTONIC_REGION_TYPE,REQUIRES_ATTRIBUTES,REQUIRES_DISTANCES,REQUIRES_RUPTURE_PARAMETERS,REQUIRES_SITES_PARAMETERS,__doc__,__init__,DEFINED_FOR_REFERENCE_VELOCITy,REQUIRES_IMTS
openquake.hazardlib.gsim.idriss_2014,Idriss2014,Average Horizontal (RotD50),"['SA', 'PGA']",2000.0,['Total'],Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by Idriss 2014 and published as ""An NGA-West2
    Empirical Model for Estimating the Horizontal Spectral Values Generated
    by Shallow Crustal Earthquakes.
    (2014, Earthquake Spectra, Volume 30, No. 3, pages 1155 - 1177).

    Idriss (2014) defines the GMPE only for the case in which Vs30 >= 450 m/s.
    In the present implementation no check is made for the use of this model
    for ctx with Vs30 < 450 m/s
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.kale_2015,KaleEtAl2015Iran,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by O. Kale, S. Akkar, A. Ansari and H. Hamzehloo
    as published in ""A ground-motion predictive model for Iran and Turkey for
    horizontal PGA, PGV and 5%-damped response spectrum: Investigation of
    possible regional effects"", Bulletin of the Seismological Society of
    America (2015), 105(2A): 963 - 980. The class implements the equations for
    Joyner-Boore distance and based on manuscript provided by the original
    authors.

    Version calibrated for the Iran case
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.kale_2015,KaleEtAl2015Turkey,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by O. Kale, S. Akkar, A. Ansari and H. Hamzehloo
    as published in ""A ground-motion predictive model for Iran and Turkey for
    horizontal PGA, PGV and 5%-damped response spectrum: Investigation of
    possible regional effects"", Bulletin of the Seismological Society of
    America (2015), 105(2A): 963 - 980. The class implements the equations for
    Joyner-Boore distance and based on manuscript provided by the original
    authors.

    Version calibrated for the Turkey case
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.kotha_2016,KothaEtAl2016,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],['mag'],['vs30'],"
    Implements unregionalised form of the European GMPE of:
    Kotha, S. R., Bindi, D. and Cotton, F. (2016) ""Partially non-ergodic
    region specific GMPE for Europe and the Middle-East"", Bull. Earthquake Eng.
    14: 1245 - 1263
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.kotha_2016,KothaEtAl2016Italy,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],['mag'],['vs30'],"
    Regional varient of the Kotha et al. (2016) GMPE for the Italy case
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.kotha_2016,KothaEtAl2016Other,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],['mag'],['vs30'],"
    Regional varient of the Kotha et al. (2016) GMPE for the ""Other"" case
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.kotha_2016,KothaEtAl2016Turkey,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],['mag'],['vs30'],"
    Regional varient of the Kotha et al. (2016) GMPE for the Turkey case
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.kotha_2020,KothaEtAl2020,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['hypo_depth', 'mag']",[],"
    Implements the first complete version of the newly derived GMPE
    for Shallow Crustal regions using the Engineering Strong Motion Flatfile.
    Kotha, S. R., Weatherill, G., Bindi, D., Cotton F. (2020) ""A regionally-
    adaptable ground-motion model for shallow crustal earthquakes in Europe.
    Bulletin of Earthquake Engineering, 18:4091-4125
    The GMPE is desiged for regional adaptation within a logic-tree framework,
    and as such contains several parameters that can be calibrated on input:
    1) Source-region scaling, a simple scalar factor that defines how much
    to increase or decrease the ""regional average"" ground motion in the region.
    This value is taken as the maximum of the source-region variability term
    (tau_l2l) and the statistical uncertainty (sigma_mu). The latter defines
    the within-model uncertainty owing to the data set from which the model is
    derived and only exceeds the former at large magnitudes
    2) Residual attenuation scaling ""c3"", a factor that controls the residual
    attenuation part of the model to make the ground motion decay more or less
    rapidly with distance than the regional average.
    Both factors are period dependent.
    The two adaptable factors can be controlled either by direct specification
    at input (in the form of an imt-dependent dictionary) or by a number of
    standard deviations multiplying the existing variance terms. The two
    approaches are mutually exclusive, with the directly specified parameters
    always being used if defined on input.
    In the core form of the GMPE no site term is included. This is added in the
    subclasses.

    :param float sigma_mu_epsilon:
        Parameter to control the source-region scaling as a number of
        standard deviations by which to multiply the source-region to source-
        region variance, max(tau_l2l, sigma_mu)
    :param float c3_epsilon:
        Parameter to control the residual attenuation scaling as a number
        of standard deviations by which to multiply the attenuation-region
        variance, tau_c3.
        User supplied table for the coefficient c3 controlling the anelastic
        attenuation as an instance of :class:
        `openquake.hazardlib.gsim.base.CoeffsTable`. If absent, the value is
        taken from the normal coefficients table.
    :param bool ergodic:
        Use the ergodic standard deviation (True) or non-ergodic standard
        deviation (False)
    :param dict dl2l:
        If specifying the source-region scaling directly, defines the
        increase or decrease of the ground motion in the form of an imt-
        dependent dictionary of delta L2L factors
    :param dict c3:
        If specifying the residual attenuation scaling directly, defines the
        apparent anelastic attenuation term, c3, as an imt-dependent
        dictionary
    ","{'self': None, 'sigma_mu_epsilon': 0.0, 'c3_epsilon': 0.0, 'ergodic': True, 'dl2l': None, 'c3': None}",,
openquake.hazardlib.gsim.kotha_2020,KothaEtAl2020ESHM20,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['hypo_depth', 'mag']","['region', 'vs30measured', 'vs30']","
    Adaptation of the Kotha et al. (2020) GMPE for application to the
    2020 European Seismic Hazard Model, as described in Weatherill et al.
    (2020)
    Weatherill, G., Kotha, S. R. and Cotton, F. (2020) ""A regionally-adaptable
    'scaled-backbone' ground motion logic tree for shallow seismicity in
    Europe: application to the 2020 European seismic hazard model"". Bulletin
    of Earthquake Engineering, 18:5087 - 5117
    There are three key adaptations of the original Kotha et al. (2020) GMM:
    1) The use of the residual attenuation regions, which represent the five
    main sub-regions of Europe with similar attenuation characteristics. The
    assignment to a particular group is now a site-dependent property,
    requiring the definition of the ""eshm20_region"", an integer value between
    0 and 5 indicating the residual attenuation region to which the site
    belongs (1 - 5) or else the default values (0). For each region an expected
    c3 and variance, tau_c3, are defined from which the resulting c3 is taken
    as a multiple of the number of standard deviations of tau_c3.
    2) The site amplification is defined using a two-segment piecewise linear
    linear function. This form of the GMPE defines the site in terms of a
    measured or inferred Vs30, with the total aleatory variability adjusted
    accordingly.
    3) A magnitude-dependent heteroskedastic aleatroy uncertainty model is
    used for the region-corrected between-event residuals and the site-
    corrected within event residuals. The former taken from the ""global"" tau
    model of Al Atik (2015), while the later is adapted from the ""global"" phi0
    model of Al Atik (2015) adapted to the distribution of site-corrected
    within-event residuals determined by the original regression of Kotha et
    al. (2020).
    Al Atik, L. (2015) NGA-East: Ground-Motion Standard Deviation Models for
    Central and Eastern North America, PEER Technical Report, No 2015/07
    ","{'self': None, 'sigma_mu_epsilon': 0.0, 'c3_epsilon': 0.0, 'ergodic': True, 'dl2l': None, 'c3': None}",,
openquake.hazardlib.gsim.kotha_2020,KothaEtAl2020ESHM20SlopeGeology,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['hypo_depth', 'mag']","['region', 'geology', 'slope']","
    Adaptation of the ESHM20-implemented Kotha et al. (2020) model for use when
    defining site amplification based on with slope and geology rather than
    inferred/measured Vs30.
    ","{'self': None, 'sigma_mu_epsilon': 0.0, 'c3_epsilon': 0.0, 'ergodic': True, 'dl2l': None, 'c3': None}",,
openquake.hazardlib.gsim.kotha_2020,KothaEtAl2020Site,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['hypo_depth', 'mag']",['vs30'],"
    Preliminary adaptation of the Kotha et al. (2020) GMPE using
    a polynomial site amplification function dependent on Vs30 (m/s)
    ","{'self': None, 'sigma_mu_epsilon': 0.0, 'c3_epsilon': 0.0, 'ergodic': True, 'dl2l': None, 'c3': None}",,
openquake.hazardlib.gsim.kotha_2020,KothaEtAl2020Slope,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['hypo_depth', 'mag']",['slope'],"
    Preliminary adaptation of the Kotha et al. (2020) GMPE using
    a polynomial site amplification function dependent on slope (m/m)
    ","{'self': None, 'sigma_mu_epsilon': 0.0, 'c3_epsilon': 0.0, 'ergodic': True, 'dl2l': None, 'c3': None}",,
openquake.hazardlib.gsim.kotha_2020,KothaEtAl2020regional,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['hypo_depth', 'hypo_lon', 'mag', 'hypo_lat']","['lat', 'lon', 'vs30']","
    Adaptation of the Kotha et al. (2020) GMPE using
    the source and site specific adjustments.
    ","{'self': None, 'delta_l2l_epsilon': 0.0, 'delta_c3_epsilon': 0.0, 'ergodic': True, 'c3': None, 'dl2l': None}",,
openquake.hazardlib.gsim.lanzano_2016,LanzanoEtAl2016_RJB,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']","['lat', 'lon', 'bas', 'vs30']","
    Implements GMPE developed by G.Lanzano, M. D'Amico, C.Felicetta, R.Puglia,
    L.Luzi, F.Pacor, D.Bindi and published as
    ""Ground-Motion Prediction Equations
    for Region-Specific Probabilistic Seismic-Hazard Analysis"",
    Bull Seismol. Soc. Am., DOI 10.1785/0120150096
    SA are given up to 4 s.
    The regressions are developed considering the geometrical mean of the
    as-recorded horizontal components
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.lanzano_2016,LanzanoEtAl2016_Rhypo,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rhypo'],"['rake', 'mag']","['lat', 'lon', 'bas', 'vs30']","
    Implements GMPE developed by G.Lanzano, M. D'Amico, C.Felicetta, R.Puglia,
    L.Luzi, F.Pacor, D.Bindi and published as ""Ground-Motion Prediction Equations
    for Region-Specific Probabilistic Seismic-Hazard Analysis"",
    Bull Seismol. Soc. Am., DOI 10.1785/0120150096
    SA are given up to 4 s.
    The regressions are developed considering the geometrical mean of the
    as-recorded horizontal components
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.lanzano_2019,LanzanoEtAl2019_RJB_OMO,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by G.Lanzano, L.Luzi, F.Pacor, L.Luzi,
    C.Felicetta, R.Puglia, S. Sgobba, M. D'Amico and published as ""A Revised
    Ground-Motion Prediction Model for Shallow Crustal Earthquakes in Italy"",
    Bull Seismol. Soc. Am., DOI 10.1785/0120180210
    SA are given up to 10 s.

    The horizontal component of motion corresponds to RotD50, i.e. the median
    of the distribution of the intensity measures, obtained from the
    combination of the two horizontal components across all nonredundant
    azimuths (Boore, 2010).
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.lanzano_2019,LanzanoEtAl2019_RJB_OMO_RefRock,Average Horizontal (RotD50),"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']","['kappa0', 'vs30']","
    Implements GMPE developed by G.Lanzano, L.Luzi, F.Pacor, L.Luzi,
    C.Felicetta, R.Puglia, S. Sgobba, M. D'Amico and published as ""A Revised
    Ground-Motion Prediction Model for Shallow Crustal Earthquakes in Italy"",
    Bull Seismol. Soc. Am., DOI 10.1785/0120180210
    SA are given up to 10 s.

    The horizontal component of motion corresponds to RotD50, i.e. the median
    of the distribution of the intensity measures, obtained from the
    combination of the two horizontal components across all nonredundant
    azimuths (Boore, 2010).

    In this version we scale the ground-motion to reference rock conditions
    using the findings of Lanzano et al. (2020) ""Generic-To-Reference Rock
    Scaling Factors for Seismic Ground Motion in Italy"", BSSA, 112(3),
    https://doi.org/10.1785/0120210063
    ","{'self': None, 'kappa0': None}",,
openquake.hazardlib.gsim.lanzano_2019,LanzanoEtAl2019_RJB_OMOscaled,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by G.Lanzano, L.Luzi, F.Pacor, L.Luzi,
    C.Felicetta, R.Puglia, S. Sgobba, M. D'Amico and published as ""A Revised
    Ground-Motion Prediction Model for Shallow Crustal Earthquakes in Italy"",
    Bull Seismol. Soc. Am., DOI 10.1785/0120180210
    SA are given up to 10 s.
    The prediction is valid for RotD50, which is the median of the
    distribution of the intensity measures, obtained from the combination
    of the two horizontal components across all nonredundant azimuths
    (Boore, 2010).
    Application of a scaling factor that converts the prediction of
    LanzanoEtAl2019_RJB_OMO, valid for RotD50, to the corresponding
    prediction for the Maximum value.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.lanzano_2019,LanzanoEtAl2019_RUP_OMO,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by G.Lanzano, L.Luzi, F.Pacor, L.Luzi,
    C.Felicetta, R.Puglia, S. Sgobba, M. D'Amico and published as ""A Revised
    Ground-Motion Prediction Model for Shallow Crustal Earthquakes in Italy"",
    Bull Seismol. Soc. Am., DOI 10.1785/0120180210
    SA are given up to 10 s.
    The prediction is valid for RotD50, which is the median of the
    distribution of the intensity measures, obtained from the combination
    of the two horizontal components across all nonredundant azimuths
    (Boore, 2010).
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.lanzano_2020,LanzanoEtAl2020_Cluster,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],['mag'],['siteclass'],,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.lanzano_2020,LanzanoEtAl2020_EC8,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],['mag'],['siteclass'],,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.lanzano_2020,LanzanoEtAl2020_ref,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],['mag'],['siteclass'],"
    Implements the GMM proposed in Lanzano et al (2020):
    ""Methodology to identify the reference rock sites in regions of
    medium-to-high seismicity: an application in Central Italy"" by
    Lanzano G, Felicetta C, Pacor F, Spallarossa D, and Traversa P.

    The site term for Reference Rock Sites is zero,
    whereas for other sites, the site term is provided.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.lin_2009,Lin2009,Average Horizontal,"['SA', 'PGA']",,['Total'],Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by Po-Shen Lin and published as ""Ground-motion
    attenuation relationship and path-effect study using Taiwan Data set""
    (Ph.D. dissertation of National Central University, Taiwan).
    This class implements the equations for 'crustal events'.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.lin_2009,Lin2009AdjustedSigma,Average Horizontal,"['SA', 'PGA']",,['Total'],Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Implements the Lin (2009) GMPE with the total sigma adjusted according to
    the values in Cheng et al. (2013):
    C. -T. Cheng, P. -S. Hsieh, P. -S. Lin, Y. -T. Yen, C. -H. Chan (2013)
    Probability Seismic Hazard Mapping of Taiwan
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.mcverry_2006,McVerry2006Asc,Greater of two horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'hypo_depth', 'mag']",['vs30'],"
    Implements GMPE developed by G. McVerry, J. Zhao, N.A. Abrahamson,
    P. Somerville published as ""New Zealand Acceleration Response Spectrum
    Attenuation Relations for Crustal and Subduction Zone Earthquakes"",
    Bulletin of the New Zealand Society for Earthquake Engineering, v.39,
    no. 1, p. 1-58, March 2006.

    URL: http://www.nzsee.org.nz/db/Bulletin/Archive/39(1)0001.pdf
    Last accessed 10 September 2014.

    This class implements the GMPE for Active Shallow Crust
    earthquakes (Asc suffix).

    The GMPE distinguishes between rock, stiff soil and soft soil
    which respectively equate to the New Zealand site class combined A/B
    C, and D. No model is provided for New Zealand site class E
    The rake angle is also taken into account to
    distinguish between faulting mechanisms. A hanging-wall term is noted in
    the functional form of the model in the paper but is not used at present.
    Furthermore, a Rvolc (volcanic path distance) is noted in the functional
    form but this is not implemented in the McVerry2006Asc model, it is
    implemented in a seperate GMPE McVerry2006Volc where Rvol=Rrup as this
    is how it is implemented in Stirling et al. 2012.

    This is a legacy class based on the original implementation of McVerry
    et al. (2006), where the site terms are incorrectly implemented as
    functions of Vs30. The New Zealand site classification boundaries do not
    depend on Vs30 and so this class will yield erroneous results for some
    site locations. Instead, calling `McVerry2006AscSC` and specifying site
    class values in the .ini file will give the correct results.
    ","{'self': None, 'kwargs': None}",,
